,cement,slag,ash,water,plasticizer,coarse_aggregate,fine_aggregate,age,CCS
772,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
773,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728
774,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
775,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904
776,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844
777,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168
778,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496
779,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
780,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944
781,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056
782,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464
783,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
784,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
785,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
786,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
787,331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
788,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
789,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
790,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
791,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
792,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836
793,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
794,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
795,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956
796,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
797,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
798,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
799,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
800,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764
801,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
802,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
803,393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
804,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58281716
805,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
806,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
807,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728
808,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
809,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
810,310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
811,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
812,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428
813,310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
814,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
815,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
816,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828
817,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4012152
818,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264
819,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376
820,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11359384
821,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
822,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352
823,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
824,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.7529678
825,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892
826,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39366088
827,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51101176
828,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740976
829,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
830,162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496
831,154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068
832,147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
833,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472
834,310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736
835,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
836,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
837,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064
838,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
839,153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
840,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
841,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644
842,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808
843,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
844,298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188
845,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
846,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
847,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636
848,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.39821744
849,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974
850,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
851,160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188
852,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
853,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.0585556
854,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
855,326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
856,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.86524252
857,132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908
858,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028
859,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
860,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.45897128
861,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
862,140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.22532884
863,288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
864,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87447548
865,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.540929
866,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672
867,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524
868,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
869,322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.17810472
870,149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69039536
871,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76389952
872,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724
873,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.62704352
874,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888
875,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
876,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
877,296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132
878,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
879,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
880,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616
881,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
882,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
883,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.9569528
884,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
885,153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
886,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
887,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
888,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332
889,262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
890,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
891,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152
892,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
893,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,23.51802636
894,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
895,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
896,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456
897,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012
898,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86420332
899,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
900,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
901,144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032
902,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436
903,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
904,155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
905,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728
906,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.41734292
907,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658
908,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
909,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
910,144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
911,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
912,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
913,298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
914,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
915,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
916,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24315532
917,148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304
918,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
919,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
920,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816
921,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.73540112
922,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
923,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84481804
924,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636
925,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302
926,162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
927,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944
928,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
929,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
930,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88163004
931,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
932,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.3385028
933,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.8903434
934,184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93197176
935,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
936,236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.62980142
937,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.80491836
938,154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.28766142
939,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.72046253
940,296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.4201108
941,133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.9379972
942,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.92522693
943,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.18097249
944,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.5595648
945,139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.44363293
946,149.5,236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96384756
947,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.8358748
948,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.23318285
949,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.95947085
950,326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.6306508
951,152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.0095428
952,261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378
953,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356
954,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.46132942
955,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.24541357
956,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.52423164
957,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.72606826
958,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244
959,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.44637089
960,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.9348796
961,336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.86834018
962,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.20208645
963,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
964,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.87085822
965,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.61907964
966,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.4595208
967,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922
968,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.29378676
969,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.42147978
970,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.23419213
971,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.52360218
972,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.74417449
973,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.14768782
974,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.52631004
975,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
976,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.86585204
977,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.05346947
978,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.99108685
979,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.24729218
980,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.92265885
981,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.53588276
982,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116
983,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.07313449
984,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
985,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798803
986,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17103011
987,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.76226077
988,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.50398701
989,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
990,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.3498642
991,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.21558625
992,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
993,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.4195912
994,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.0560575
995,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.68108245
996,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.85991653
997,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.30477848
998,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
999,150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.56974703
1000,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.6118551
1001,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.52471136
1002,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823429
1003,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.90907927
1004,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.82696164
1005,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.39959639
1006,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.03393426
1007,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.36339392
1008,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.31427124
1009,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
1010,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298
1011,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.79827342
1012,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
1013,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.8686899
1014,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.30651713
1015,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.42637609
1016,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.09125069
1017,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46103971
1018,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.26548832
1019,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884
1020,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14008364
1021,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.87516496
1022,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.54230795
1023,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.45595358
1024,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.91704314
1025,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354
1026,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.1787942
1027,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.69660064
1028,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.76803638
1029,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.40123514
1030,610.35,85.27,48.97,182.78,8.12,1083.23,712.6,49.72,87.38
1031,611.94,54.86,46.96,173.09,6.47,1077.28,691.37,41.38,66.78
1032,366.63,222.65,55.88,236.59,4.57,971.8,647.96,303.33,50.51
1033,355.34,165.02,42.56,238.12,3.51,973.43,596.7,403.75,45.32
1034,286.98,169.81,27.65,204.03,1.62,1019.23,877.3,413.08,49.56
1035,331.79,177.39,9.84,239.75,2.69,989.91,712.97,151.37,55.87
1036,470.82,100.01,51.5,240.7,2.86,950.98,629.14,408.07,46.51
1037,471.4,177.56,60.15,230.54,4.9,978.93,598.98,87.66,45.0
1038,312.67,139.28,44.43,244.66,5.23,976.82,682.54,38.83,57.1
1039,485.9,41.65,23.32,249.22,5.96,983.35,611.14,48.34,40.89
1040,222.12,134.06,15.13,197.8,1.53,1043.39,889.76,141.81,50.14
1041,215.06,214.07,23.26,194.48,3.66,998.81,892.96,43.21,29.23
1042,471.61,77.6,23.78,242.84,4.65,986.71,673.86,313.54,44.96
1043,243.83,220.42,22.25,233.39,1.84,950.31,678.85,102.76,56.02
1044,395.83,102.9,63.31,245.06,1.7,959.01,702.04,49.78,55.42
1045,443.83,39.6,22.11,238.03,5.45,956.13,721.54,94.0,64.4
1046,159.88,261.6,35.87,207.05,1.93,1116.27,863.57,139.35,45.33
1047,385.41,67.96,62.51,234.61,1.49,947.62,732.0,408.26,64.58
1048,400.08,156.96,47.31,231.76,3.31,986.93,623.1,116.21,47.02
1049,476.7,25.96,59.34,244.04,5.14,955.59,671.83,199.16,49.42
1050,474.98,79.18,10.49,246.38,4.46,974.52,631.41,212.36,57.15
1051,158.64,243.09,18.29,208.0,1.32,1091.42,851.81,40.79,29.63
1052,238.9,228.44,57.16,201.27,5.62,1110.96,869.43,30.33,19.06
1053,212.86,237.46,7.34,209.3,5.43,1102.75,831.74,210.97,49.86
1054,447.46,71.59,15.98,235.42,3.95,983.26,746.23,427.81,63.54
1055,445.43,42.98,31.14,229.02,5.77,948.68,747.05,306.76,56.71
1056,441.26,170.89,12.68,248.25,2.62,995.7,619.35,284.48,51.0
1057,347.74,61.71,30.64,231.02,3.15,936.29,700.88,188.33,56.88
1058,497.28,77.01,40.39,236.68,2.3,947.8,642.25,83.08,46.29
1059,530.64,60.96,12.5,240.41,5.62,1000.67,635.58,32.29,46.25
1060,408.44,92.95,12.81,249.03,4.79,985.68,738.28,378.0,70.08
1061,282.56,126.58,9.17,245.61,5.19,1009.21,677.15,384.04,62.1
1062,280.2,160.6,4.77,208.82,1.71,1019.1,890.22,209.48,52.47
1063,478.8,45.17,63.23,236.46,5.43,976.79,624.47,323.29,54.93
1064,200.35,223.8,60.55,236.05,5.3,951.4,744.07,409.29,67.53
1065,263.4,244.2,55.85,238.47,5.35,976.69,671.8,330.75,49.98
1066,263.62,291.99,35.58,237.88,4.51,1004.78,672.51,80.5,46.31
1067,427.08,213.06,63.45,249.25,4.71,990.8,630.85,127.7,41.33
1068,536.81,55.44,48.14,230.38,3.77,988.77,607.04,146.69,47.76
1069,283.36,318.1,20.14,245.73,5.1,1008.25,665.42,241.21,38.14
1070,375.91,111.15,25.04,235.59,2.21,1007.72,677.78,96.91,60.98
1071,463.02,88.59,6.09,239.21,3.04,952.85,643.39,377.01,58.52
1072,334.05,275.73,58.77,235.94,2.24,947.68,604.96,367.47,52.0
1073,478.41,35.19,12.49,245.58,2.9,989.62,691.71,182.9,62.61
1074,494.88,131.23,43.85,230.33,2.18,998.29,608.73,120.47,45.86
1075,531.89,52.1,63.56,241.95,5.09,983.33,667.36,41.63,45.7
1076,374.22,47.3,25.73,194.17,3.79,1084.15,870.44,27.55,18.51
1077,417.63,180.37,23.69,241.81,4.6,975.22,603.8,210.1,52.61
1078,285.98,277.06,9.23,242.18,4.7,992.53,671.85,29.16,41.02
1079,433.55,134.9,6.86,229.97,3.9,941.64,661.74,11.02,39.1
1080,431.18,180.26,33.34,247.79,3.05,981.68,635.5,211.05,55.14
1081,195.7,197.19,16.33,244.87,4.15,964.74,734.17,184.99,56.98
1082,251.77,301.32,56.31,233.34,5.05,950.38,628.46,99.98,37.28
1083,380.95,81.2,7.33,234.09,5.6,996.91,685.31,148.08,52.6
1084,165.15,247.57,22.77,194.61,2.38,1116.63,819.13,26.26,24.57
1085,260.88,209.76,10.42,212.58,1.03,1009.48,852.26,21.05,29.53
1086,487.48,17.58,60.43,244.56,5.79,967.49,659.88,417.45,46.8
1087,226.68,143.4,52.73,205.81,5.36,1007.96,869.3,43.17,18.72
1088,340.03,112.73,19.72,244.84,1.84,937.5,680.59,230.76,64.93
1089,394.7,164.77,41.28,243.17,1.09,985.08,610.73,61.8,38.69
1090,335.92,112.83,17.21,239.06,3.93,933.67,681.84,290.0,61.28
1091,287.75,155.68,8.39,232.43,5.6,963.61,724.14,275.64,67.49
1092,409.46,7.72,40.93,196.39,3.19,1004.15,886.25,51.38,11.55
1093,244.92,256.96,23.08,237.21,5.56,990.52,706.51,288.17,57.68
1094,300.77,148.0,33.52,233.86,3.62,974.37,710.93,201.9,56.36
1095,345.59,40.12,18.35,248.5,5.2,942.12,683.78,308.32,61.05
1096,216.5,212.05,40.63,207.94,2.37,1123.92,859.44,389.01,53.16
1097,403.17,156.97,3.55,233.26,2.96,970.38,657.16,62.58,38.53
1098,247.21,229.9,17.55,238.82,1.78,951.87,741.15,83.68,55.69
1099,554.53,51.99,19.89,163.01,2.45,1158.88,859.32,33.75,84.45
1100,418.17,218.98,55.57,175.89,12.0,986.36,816.38,24.16,46.51
1101,397.98,310.51,28.26,177.43,11.77,1085.68,623.72,17.2,36.3
1102,489.09,129.07,55.18,159.15,20.67,857.48,898.28,34.18,47.64
1103,492.46,117.61,63.13,157.41,23.02,998.19,836.33,22.06,41.31
1104,425.72,140.44,25.7,140.8,26.82,877.78,1012.0,39.42,31.39
1105,550.72,198.7,15.57,189.56,14.64,866.81,820.49,10.24,41.37
1106,501.07,151.65,40.12,159.07,34.63,880.59,879.92,34.55,43.35
1107,449.7,119.86,3.12,168.85,17.55,905.71,949.86,46.93,46.48
1108,490.88,164.84,52.57,174.54,15.43,919.06,978.83,22.81,43.03
1109,627.35,20.84,30.61,144.67,33.96,877.24,908.9,30.9,52.37
1110,446.81,131.67,46.58,163.57,20.39,887.9,931.12,62.29,48.82
1111,383.59,290.46,51.18,164.7,20.07,880.63,881.49,5.73,41.7
1112,463.16,130.79,35.23,161.43,15.38,1005.26,860.08,44.52,45.31
1113,404.51,262.02,8.14,177.26,15.79,999.1,821.44,32.65,46.69
1114,378.97,368.07,42.29,191.52,13.55,944.88,718.98,35.93,41.69
1115,467.35,158.12,31.65,171.8,18.01,1144.13,643.31,47.17,41.95
1116,450.05,194.37,62.1,175.82,16.49,995.04,829.5,13.56,49.48
1117,380.33,207.75,50.37,160.31,17.09,1011.55,880.98,26.34,35.49
1118,380.22,267.21,49.54,178.58,16.45,951.25,820.58,5.54,47.35
1119,443.27,205.87,8.48,204.18,15.24,899.88,758.29,59.42,48.78
